SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Electric Conductivity (μS/cm),Colour,Odour,Temperature (ºC),Carbonate (mg/L),Calcium (mg/L),Chloride (mg/L),Dissolved oxygen (mg/L),Bicarbonate (mg/L),Magnesium (mg/L),Sodium (mg/L),Potential of Hydrogen (pH),Sulphate (mg/L),Total Alkalinity (mg/L as CaCO3),Total Hardness (mgCaCO3/L),Nitrate N (mgN/L),Sodium Adsorption Ratio (%),Biochemical Oxygen Demand (mg/L),WQI,WQI Class
6806,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-01-2014 08:30,152.0,Clear,odour free,21.0,0.0,15.78,35.35,5.4,32.97,8.61,4.3,7.29,2.52,27.024591,75.325,1.31,0.21626313,1.0,43.09271025925175,Good
6807,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-02-2014 08:45,189.0,Clear,odour free,21.0,0.0,15.71,16.85,6.8,58.27,4.77,8.9,7.35,5.01,47.762295,59.15,1.43,0.5047423,1.0,39.74506658907196,Good
6808,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-03-2014 08:25,211.0,Clear,odour free,20.0,0.0,17.81,18.86,6.9,96.62,8.83,9.8,7.6,2.81,79.196724,81.316666,1.53,0.47431234,1.0,42.75589063756815,Good
6809,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-04-2014 08:30,165.0,Clear,odour free,23.5,0.0,25.15,43.49,6.8,23.64,0.95,7.4,7.25,1.69,19.377048,66.833336,1.05,0.39422983,1.0,37.99003885799673,Good
6810,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-05-2014 08:30,140.0,Clear,odour free,26.5,0.0,15.72,39.7,6.4,23.64,5.72,7.0,7.45,1.3,19.377048,63.13333,1.04,0.38434598,1.2,44.01953621683597,Good
6811,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,02-06-2014 08:45,208.0,Clear,odour free,26.5,0.0,26.72,39.7,7.0,52.02,6.67,7.8,7.15,7.05,42.639343,94.59167,1.77,0.3497254,1.5,45.135536168252344,Good
6813,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-08-2014 08:30,98.0,Clear,odour free,9.2,0.0,9.51,24.13,24.0,23.24,4.8,5.4,7.21,2.63,19.049181,43.775,0.824,0.35622066,0.6,-11.580870584891192,Excellent
6814,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-09-2014 08:45,114.0,Clear,odour free,23.5,0.0,14.2,22.46,7.6,28.26,1.91,7.2,7.44,3.5,23.163935,43.458332,1.06,0.47598994,1.4,42.987053707278214,Good
6815,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-10-2014 08:30,130.0,Clear,odour free,22.5,0.0,13.87,22.46,7.1,37.54,4.67,5.8,6.7,5.36,30.770493,54.133335,0.984,0.34388027,0.4,24.014974662676654,Excellent
6816,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-11-2014 08:40,160.0,Clear,odour free,22.0,9.23,16.96,20.59,7.5,37.54,6.54,7.0,8.31,5.7,46.153824,69.649994,2.69,0.36595115,1.33,53.41446375113264,Poor
6817,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-12-2014 08:30,88.0,Clear,odour free,21.0,0.0,10.79,15.06,6.8,23.46,1.87,4.8,7.62,2.55,19.229507,34.766666,1.25,0.35485974,0.97,41.008065868444696,Good
6818,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-01-2015 08:40,195.0,Clear,odour free,22.0,0.0,13.61,43.38,7.4,42.23,12.84,7.7,6.97,3.24,34.614754,87.525,2.31,0.35951987,1.04,37.34542761461365,Good
6819,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,02-02-2015 08:30,190.0,Clear,odour free,20.0,0.0,19.66,37.72,7.1,56.31,10.09,6.9,7.68,1.66,46.15574,91.191666,1.48,0.31536943,1.4,48.519287510094266,Good
6820,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,02-03-2015 08:30,184.0,Clear,odour free,19.0,0.0,13.61,39.53,7.0,42.23,11.01,6.3,7.42,2.19,34.614754,79.9,1.87,0.3078073,0.8,38.586935177365,Good
6821,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-04-2015 08:04,180.0,Clear,odour free,24.0,0.0,12.1,35.77,7.1,51.62,12.84,7.2,8.1,3.31,42.311474,83.75,1.83,0.34371826,1.36,52.58577014326705,Poor
6822,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-05-2015 08:30,176.0,Clear,odour free,26.0,0.0,12.1,34.55,6.3,42.23,10.09,8.4,7.1,4.65,34.614754,72.29167,1.83,0.43148342,1.38,44.920239179900484,Good
6823,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-06-2015 08:30,177.0,Light Brown,odour free,22.0,0.0,12.7,32.55,6.2,41.83,9.63,8.6,7.42,10.26,34.28689,71.875,2.13,0.44298008,1.27,47.0665960300523,Good
6824,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-07-2015 08:40,82.0,Clear,odour free,24.0,0.0,12.7,14.24,7.1,23.24,1.93,3.2,8.15,2.85,19.049181,39.791664,1.25,0.22110562,1.44,51.711997871560406,Poor
6825,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-08-2015 08:45,173.0,Clear,odour free,23.0,0.0,25.4,17.4,7.2,70.72,5.78,6.1,7.96,5.24,57.967213,87.583336,3.84,0.2842067,0.39,39.694028923589585,Good
6826,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-09-2015 08:40,138.0,Clear,odour free,25.5,0.0,19.05,23.2,7.1,37.72,2.89,7.0,7.96,6.21,30.918034,59.666664,2.17,0.39498207,1.42,51.15408644495049,Poor
6827,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-10-2015 08:45,144.0,Light Brown,odour free,24.0,0.0,17.37,19.23,7.6,37.36,3.83,7.4,7.28,11.84,30.622952,59.383335,3.16,0.41869727,1.17,41.327354736178016,Good
6828,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,02-11-2015 08:30,195.0,Clear,odour free,23.0,0.0,22.11,30.77,6.9,56.04,8.62,8.6,7.32,7.52,45.934425,91.191666,3.99,0.39292765,2.67,65.66836223160779,Poor
6829,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-12-2015 08:40,96.0,Clear,odour free,22.5,0.0,12.64,17.31,6.5,14.01,1.92,5.2,7.82,7.07,11.483606,39.600002,2.45,0.36016494,0.76,42.35513411114821,Good
6830,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-01-2016 08:20,221.0,Clear,odour free,21.0,0.0,20.53,29.49,6.8,65.38,10.54,9.1,7.6,8.43,53.59016,95.24167,2.82,0.40698293,1.5,51.624516762641676,Poor
6831,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-02-2016 08:20,213.0,Clear,odour free,20.0,0.0,28.43,38.16,6.4,60.71,6.7,8.2,7.15,5.06,49.762295,98.99167,2.23,0.3593735,1.58,48.36448971984438,Good
6832,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-03-2016 08:20,244.0,Clear,odour free,21.0,0.0,36.15,63.68,7.2,31.93,4.77,9.9,7.1,4.31,26.17213,110.25,2.67,0.41090465,1.35,43.21095310319201,Good
6833,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-04-2016 08:25,238.0,Clear,odour free,24.0,0.0,29.86,63.68,7.6,27.36,7.63,7.7,7.19,4.31,22.42623,106.441666,1.72,0.32546565,1.37,42.39140524281877,Good
6834,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,02-05-2016 08:20,136.0,Clear,odour free,26.0,0.0,15.72,29.11,7.2,27.36,4.77,6.2,7.26,2.13,22.42623,59.175,2.41,0.3515437,1.13,40.74886756223472,Good
6835,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-06-2016 08:20,190.0,Clear,odour free,25.5,0.0,17.29,30.93,7.2,54.73,6.67,12.1,7.37,5.21,44.860657,71.01667,1.87,0.62645674,1.33,44.27239112163591,Good
6836,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-07-2016 08:20,153.0,Light Brown,odour free,24.0,0.0,17.29,27.29,7.64,36.49,3.81,9.4,7.67,8.05,29.909838,59.100002,2.51,0.5331317,0.76,38.618680598343595,Good
6837,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-08-2016 08:15,138.0,Light Brown,odour free,24.5,0.0,11.0,14.56,7.38,54.73,7.63,6.4,7.43,6.91,44.860657,59.291668,0.862,0.3629162,0.91,37.399041659215186,Good
6838,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-09-2016 08:10,164.0,Clear,odour free,25.0,0.0,14.15,23.65,7.1,54.73,7.63,8.8,7.48,4.16,44.860657,67.166664,1.83,0.46868658,0.39,32.84630780582845,Good
6839,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-10-2016 08:10,130.0,Clear,odour free,26.0,0.0,14.25,19.13,6.92,44.14,4.8,6.4,7.43,4.08,36.18033,55.625,1.29,0.3743319,1.73,49.814974189875535,Good
6840,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-11-2016 08:10,253.0,Clear,odour free,24.0,0.0,34.84,57.38,7.08,49.05,5.76,10.3,7.59,4.47,40.204918,111.1,2.21,0.42594978,1.71,52.634090642813995,Poor
6841,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-12-2016 08:10,269.0,Clear,odour free,20.0,0.0,34.75,65.95,7.12,53.68,8.62,9.1,7.4,2.38,44.0,122.791664,1.56,0.3581071,1.71,50.36921703053715,Poor
6842,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,02-01-2017 08:15,281.0,Clear,odour free,23.0,0.0,41.07,73.71,7.03,43.92,6.7,9.3,7.22,2.4,36.0,130.59166,1.64,0.35473025,0.56,33.33189842108192,Good
6843,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-02-2017 08:10,279.0,Clear,odour free,23.0,0.0,33.17,67.89,7.01,43.92,8.62,9.3,7.02,2.68,36.0,118.84166,1.65,0.3720293,2.28,54.77014367995612,Poor
6844,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-03-2017 08:50,275.0,Clear,odour free,23.5,0.0,34.41,68.54,6.76,44.14,7.59,10.0,7.15,3.12,36.18033,117.65,1.32,0.40198043,1.14,40.727520730801025,Good
6845,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-04-2017 08:20,312.0,Clear,odour free,24.0,0.0,31.28,78.06,6.57,53.95,14.23,10.9,7.18,1.94,44.221313,137.49167,1.45,0.4056645,1.35,45.42460540160475,Good
6846,THENGUMARAHADA,CWC,33,Tamil Nadu,587,Nilgiris,Kotagiri,-,-,Cauvery,Cauvery,Bhavani,Moyar,-,Moyar,11.57277778,76.91916667,01-05-2017 08:20,364.0,Clear,odour free,25.0,0.0,26.59,97.09,7.42,44.14,20.87,13.1,7.16,1.64,36.18033,153.43333,2.05,0.46185526,1.74,49.945140500659704,Good
7195,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,03-07-2001 08:30,175.0,Clear,odour free,24.7,0.0,12.83,10.33,7.7,65.36,5.83,7.4,7.79,3.0,53.573772,56.366665,0.664,0.4301289,0.8,38.0937224883757,Good
7196,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-08-2001 08:30,111.0,Clear,odour free,24.7,0.0,12.83,11.96,7.6,44.34,3.89,4.8,8.04,2.9,36.34426,48.283333,0.546,0.3012999,0.9,41.59166318790039,Good
7197,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-09-2001 08:30,152.0,Clear,odour free,26.5,0.0,14.43,11.0,8.1,76.04,7.78,5.7,7.6,2.67,62.32787,68.49167,0.468,0.3006302,0.7,34.03401051592032,Good
7198,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-10-2001 08:30,160.0,Clear,odour free,26.5,0.0,16.03,9.36,7.2,91.24,8.75,6.9,7.47,3.83,74.78688,76.53333,0.88,0.34427667,0.9,38.51006353287392,Good
7199,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-11-2001 08:30,191.0,Light Brown,odour free,28.0,0.0,14.43,23.22,6.7,63.66,10.69,6.9,7.86,2.96,52.18033,80.61667,0.992,0.33558145,1.5,51.937224462301494,Poor
7200,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-12-2001 08:30,206.0,Clear,odour free,24.7,0.0,12.83,11.09,6.9,97.51,5.83,22.5,7.82,3.9,79.92623,56.366665,1.07,1.3078244,1.1,45.08590669033256,Good
7201,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-01-2002 08:30,225.0,Clear,odour free,23.7,0.0,19.24,26.6,6.8,81.26,9.72,7.8,8.09,3.796,66.60656,88.6,1.21,0.36167353,0.9,46.090232082280195,Good
7202,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-02-2002 08:30,183.0,Clear,odour free,23.5,0.0,22.44,13.42,6.8,102.92,7.78,9.2,7.86,7.26,84.36066,88.51667,1.16,0.42658216,0.6,39.629754595871695,Good
7203,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-03-2002 08:30,336.0,Clear,odour free,25.7,0.0,33.67,15.66,6.5,158.84,14.58,16.5,7.7,14.65,130.19672,144.92499,1.59,0.59808505,0.8,43.618792003075974,Good
7204,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-04-2002 08:30,343.0,Clear,odour free,26.7,0.0,33.67,37.16,6.5,145.75,17.5,20.7,7.55,6.29,119.46722,157.09166,2.12,0.72085714,1.1,47.3147186688286,Good
7205,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,02-09-2002 08:30,180.0,Clear,odour free,26.0,0.0,14.43,9.25,6.1,80.54,10.69,6.0,7.86,8.03,66.016396,80.61667,1.08,0.29180995,0.9,45.48410051937782,Good
7206,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-10-2002 08:30,365.0,Clear,odour free,26.5,0.0,30.46,20.73,6.5,165.83,17.5,16.6,7.99,13.39,135.92622,149.06667,3.5,0.5935146,3.4,84.20178882656144,Very Poor
7207,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-11-2002 08:30,168.0,Light Brown,odour free,26.7,0.0,14.43,15.36,6.6,57.72,7.78,6.8,7.82,8.48,47.311478,68.49167,2.93,0.3586466,1.6,55.07210192911759,Poor
7208,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,02-12-2002 08:30,170.0,Light Brown,odour free,25.5,0.0,11.22,13.01,6.4,83.51,14.58,6.4,7.31,7.32,68.45082,88.8,2.85,0.2967849,0.8,40.77380567067258,Good
7209,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-01-2003 08:30,266.0,Clear,odour free,25.7,0.0,25.65,13.64,6.6,117.53,10.69,10.9,7.93,6.87,96.33607,108.666664,5.36,0.4562547,1.2,54.588014392317234,Poor
7210,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-02-2003 08:30,569.0,Clear,odour free,25.5,0.0,36.87,48.08,5.9,201.4,31.11,38.7,8.08,15.65,165.08195,221.8,8.7,1.1349217,4.2,106.13915625347737,Unsuitable
7211,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-03-2003 08:30,555.0,Clear,odour free,28.8,0.0,43.29,32.33,6.3,249.17,28.19,25.6,8.25,15.85,204.2377,225.68333,12.8,0.7440066,4.6,116.94240388967047,Unsuitable
7212,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-05-2003 08:30,267.0,Brown,odour free,26.7,0.0,19.24,16.64,6.6,71.16,7.78,16.7,7.59,14.0,58.327873,80.51667,7.19,0.8120554,3.4,82.6092697132076,Very Poor
7213,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-07-2003 08:30,288.0,Clear,odour free,28.0,15.65,24.05,16.49,7.2,100.78,13.61,14.7,8.33,7.33,108.68989,116.83333,6.79,0.5936613,1.8,67.17130254701385,Poor
7214,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-08-2003 08:30,769.0,Clear,odour free,26.0,0.0,59.32,58.14,6.2,344.78,33.05,45.3,8.12,17.68,282.60657,286.00833,9.7,1.1692425,3.5,98.87490518741951,Very Poor
7215,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-09-2003 08:30,326.0,Clear,odour free,27.0,0.0,30.46,18.67,7.9,132.35,14.58,15.8,7.8,5.89,108.48361,136.9,10.7,0.58933634,1.5,61.37933037519671,Poor
7216,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-10-2003 08:30,370.0,Clear,odour free,26.5,8.0,41.68,29.73,6.9,166.75,16.53,24.9,8.37,17.68,150.01366,173.075,1.45,0.8258162,0.3,42.7159677496145,Good
7217,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-11-2003 08:30,141.0,Light Brown,odour free,28.0,4.17,14.43,11.75,5.8,50.92,5.83,5.5,8.43,3.84,48.687702,60.36667,0.65,0.30886996,1.7,61.18500840359579,Poor
7218,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-12-2003 08:30,165.0,Clear,odour free,24.5,0.0,16.03,15.29,6.2,70.01,9.72,8.4,8.04,10.84,57.385246,80.575005,1.26,0.40853015,1.5,55.177608914806775,Poor
7219,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-01-2004 08:30,151.0,Clear,odour free,26.0,0.0,17.64,21.76,7.3,71.52,8.75,7.5,7.8,4.51,58.622948,80.558334,1.107,0.3646989,1.5,49.812907254876244,Good
7220,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,03-02-2004 08:30,367.0,Clear,odour free,26.5,8.1,35.27,19.3,6.8,156.48,16.53,17.4,8.38,11.37,141.7623,157.05,0.776,0.605935,2.2,67.64305140723609,Poor
7221,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-03-2004 08:30,610.0,Clear,odour free,26.5,0.0,35.27,52.35,6.2,268.84,35.0,41.8,8.0,23.36,220.36066,234.00833,0.432,1.1936767,5.1,107.46191615142193,Unsuitable
7222,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-05-2004 08:30,543.0,Clear,odour free,26.5,0.0,38.48,43.03,6.5,198.29,27.22,30.7,7.75,18.13,162.53278,209.61667,3.96,0.9258914,3.3,82.98290638263627,Very Poor
7223,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-07-2004 08:30,114.0,Clear,odour free,26.0,0.0,9.62,10.99,6.7,39.67,3.89,6.9,7.44,5.56,32.51639,40.258335,1.92,0.47449678,0.8,38.37608878433641,Good
7224,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,02-08-2004 08:00,148.0,Clear,odour free,26.0,0.0,14.43,11.36,6.7,61.49,5.83,6.5,8.01,3.97,50.40164,60.36667,3.34,0.36502814,1.5,55.476064520442876,Poor
7225,THENI,CWC,33,Tamil Nadu,588,Theni,THENI,-,-,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,-,-,Suruliar,10.00111111,77.485,01-09-2004 08:30,159.0,Clear,odour free,27.0,0.0,14.43,11.16,7.3,71.41,9.72,5.9,8.23,4.51,58.53279,76.575005,2.74,0.29438436,1.2,51.87068469794698,Poor
