SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Electric Conductivity (μS/cm),Colour,Odour,Temperature (ºC),Carbonate (mg/L),Calcium (mg/L),Chloride (mg/L),Dissolved oxygen (mg/L),Bicarbonate (mg/L),Magnesium (mg/L),Sodium (mg/L),Potential of Hydrogen (pH),Sulphate (mg/L),Total Alkalinity (mg/L as CaCO3),Total Hardness (mgCaCO3/L),Nitrate N (mgN/L),Sodium Adsorption Ratio (%),Biochemical Oxygen Demand (mg/L),WQI,WQI Class
359,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-05-2001 09:20,462.0,Clear,odour free,26.2,0.0,43.2,13.74,6.7,245.94,18.50202,23.7,8.16,15.246,201.59016,185.09175,2.0,0.7601499,2.0,65.31444169627387,Poor
360,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-06-2001 09:00,230.0,Clear,odour free,26.2,0.0,22.44,12.54,7.5,123.99,12.64,10.1,8.16,7.43,101.63115,108.76667,0.967,0.4227422,1.0,46.66260498156009,Good
361,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,02-07-2001 09:45,242.0,Clear,odour free,25.2,0.0,22.44,12.05,7.5,126.64,8.75,16.1,7.89,2.3,103.803276,92.558334,1.02,0.73014635,0.8,40.88347525573466,Good
362,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-08-2001 08:15,202.0,Clear,odour free,24.3,0.0,22.44,10.25,7.0,100.78,7.78,8.9,8.15,2.77,82.60656,88.51667,0.721,0.41267186,0.9,45.3837491095983,Good
363,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-09-2001 08:30,149.0,Clear,odour free,25.5,0.0,16.03,7.86,7.3,84.04,5.8,6.1,7.45,2.33,68.88525,64.24167,0.345,0.33202592,0.8,35.59973015642139,Good
364,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-10-2001 08:40,109.0,Clear,odour free,24.3,0.0,14.43,7.8,7.5,63.47,3.89,10.6,7.67,3.93,52.02459,52.283333,0.61,0.63932383,0.8,37.14960771891443,Good
365,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-11-2001 09:00,354.0,Light Brown,odour free,25.5,0.0,36.87,7.74,7.7,206.9,13.61,17.8,7.91,3.67,169.59016,148.88333,1.45,0.63644147,1.6,53.24694975857219,Poor
366,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-12-2001 08:30,140.0,Light Brown,odour free,24.8,0.0,12.83,19.95,7.1,108.34,8.75,23.9,7.8,3.7,88.803276,68.53333,1.01,1.2605509,1.0,43.44013076283243,Good
367,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-01-2002 08:15,144.0,Clear,odour free,24.8,0.0,17.64,11.08,7.6,75.84,3.89,8.2,7.65,3.529,62.163933,60.30833,0.652,0.46039006,0.8,36.880954163268804,Good
368,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-02-2002 09:00,153.0,Clear,odour free,24.8,0.0,16.03,11.19,6.9,81.26,8.75,7.6,7.6,3.66,66.60656,76.53333,1.37,0.3792033,0.7,38.38344119036832,Good
369,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-03-2002 09:45,196.0,Clear,odour free,25.5,0.0,16.03,8.95,7.1,87.11,7.78,7.9,7.41,6.47,71.40164,72.49167,1.29,0.40494764,0.7,35.84590010710256,Good
370,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-04-2002 09:15,236.0,Clear,odour free,27.2,0.0,43.29,39.02,6.3,145.75,10.69,18.8,7.58,6.73,119.46722,152.76666,2.73,0.6632806,1.2,49.46862336544423,Good
371,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-05-2002 09:00,338.0,Clear,odour free,28.0,0.0,40.08,9.49,5.7,207.71,12.64,15.6,7.67,5.56,170.2541,152.86667,1.72,0.5503578,0.9,46.84885264378368,Good
372,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-06-2002 08:40,184.0,Clear,odour free,27.3,0.0,16.03,18.98,6.5,77.88,4.86,15.9,7.04,3.46,63.836063,60.325,0.789,0.89290404,1.1,38.212026567770685,Good
373,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-07-2002 08:30,380.0,Clear,odour free,25.8,0.0,38.48,15.82,6.5,224.11,17.5,20.2,7.79,9.21,183.69672,169.11667,2.24,0.6778549,1.3,52.755796514497604,Poor
374,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-08-2002 08:30,227.0,Clear,odour free,25.8,0.0,11.22,11.47,6.5,87.46,12.64,13.1,7.57,23.54,71.68852,80.71667,1.5,0.6370656,2.2,60.06831227983373,Poor
375,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,02-09-2002 08:30,177.0,Clear,odour free,26.7,0.0,17.64,12.95,6.7,80.54,7.78,6.8,7.73,4.28,66.016396,76.51666,1.08,0.3392282,0.8,41.03467463016835,Good
376,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-11-2002 08:30,197.0,Clear,odour free,25.2,0.0,24.05,15.36,6.4,125.93,10.69,18.5,7.8,25.21,103.22131,104.666664,2.76,0.7891018,1.9,60.20404687121465,Poor
377,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-01-2003 08:30,146.0,Clear,odour free,23.0,0.0,9.62,9.74,6.4,40.88,6.81,8.6,7.55,17.07,33.508198,52.425,3.12,0.5186379,0.8,42.1186177630073,Good
378,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-03-2003 08:30,258.0,Clear,odour free,26.3,0.0,27.25,13.31,6.6,109.01,7.78,15.2,8.04,10.39,89.35246,100.541664,5.51,0.66114396,0.8,50.03294836369562,Poor
379,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,02-06-2003 08:25,418.0,Clear,odour free,28.0,0.0,27.25,27.96,6.4,160.0,12.64,27.8,7.95,12.12,131.14754,120.79167,0.908,1.1038654,1.5,54.46927333861892,Poor
380,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-07-2003 08:40,136.0,Clear,odour free,27.5,0.0,9.62,11.0,6.2,53.04,6.81,7.0,7.6,3.75,43.47541,52.425,3.7,0.42214713,0.9,45.14559414552434,Good
381,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-09-2003 08:30,167.0,Clear,odour free,26.0,0.0,12.83,9.34,6.2,53.77,2.92,7.7,7.51,2.36,44.073772,44.24167,2.12,0.50476617,1.1,44.58524678147901,Good
382,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-11-2003 08:30,143.0,Clear,odour free,26.5,0.0,14.43,13.71,6.3,50.92,5.83,4.5,7.57,2.6,41.737705,60.36667,0.58,0.2527118,0.7,38.09451954025388,Good
383,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-01-2004 08:30,109.0,Clear,odour free,24.5,0.0,9.62,9.89,6.8,50.48,4.86,5.0,7.97,2.31,41.37705,44.3,0.755,0.3278741,1.2,47.318114189398635,Good
384,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-03-2004 09:00,140.0,Clear,odour free,25.5,0.0,25.65,19.35,7.1,99.26,9.72,8.9,7.84,7.96,81.36066,104.625,0.344,0.37961924,0.6,38.06843709722289,Good
385,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-05-2004 08:30,231.0,Clear,odour free,28.0,0.0,19.24,12.29,6.3,101.09,10.69,14.2,8.03,5.51,82.86065,92.64166,2.19,0.6439903,1.6,57.624794542538986,Poor
386,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-07-2004 08:30,82.0,Clear,odour free,24.0,0.0,4.81,9.16,6.5,27.77,4.86,3.3,7.13,3.28,22.762295,32.275,1.28,0.25375625,0.8,35.0977377981584,Good
387,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-09-2004 08:30,120.0,Clear,odour free,25.0,0.0,8.02,7.44,5.8,39.67,3.89,4.9,7.84,4.91,32.51639,36.258335,0.854,0.3551466,1.2,48.518466699353816,Good
388,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-11-2004 09:15,199.0,Clear,odour free,25.0,0.0,16.03,13.65,5.6,59.03,5.83,7.2,8.02,13.76,48.385246,64.36667,0.735,0.39152128,3.1,76.88934560438426,Very Poor
389,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-01-2005 08:25,117.0,Clear,odour free,27.0,0.0,11.22,11.65,6.1,48.06,5.83,5.8,7.74,5.1,39.393444,52.341667,0.652,0.34991252,0.2,33.459430985085135,Good
390,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-03-2005 08:30,139.0,Clear,odour free,25.0,0.0,12.83,10.48,6.7,55.04,5.83,5.8,7.64,6.29,45.114754,56.366665,0.197,0.33712804,2.0,54.820809860329526,Poor
391,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,02-05-2005 09:00,474.0,Clear,odour free,30.5,0.0,36.87,29.26,8.0,208.21,19.44,26.7,7.96,5.79,170.66394,173.175,0.693,0.88558936,1.8,55.69234956006486,Poor
392,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-06-2005 08:30,215.0,Clear,odour free,28.5,0.0,22.44,19.7,8.1,94.57,9.72,8.9,7.85,2.39,77.516396,96.600006,0.644,0.39514112,0.8,38.579858432010745,Good
393,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-07-2005 09:00,299.0,Clear,odour free,26.5,0.0,32.06,15.76,6.0,158.15,12.64,14.0,7.65,4.9,129.63115,132.81667,0.938,0.53002906,1.3,49.99724982235682,Good
394,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-08-2005 08:15,306.0,Clear,odour free,25.5,0.0,35.27,17.91,6.9,131.65,7.78,16.1,7.46,6.91,107.90983,120.59167,1.61,0.63924617,2.0,55.50707963144006,Poor
395,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-09-2005 08:15,115.0,Clear,odour free,27.0,0.0,8.02,9.71,6.6,43.12,5.83,4.6,7.26,1.38,35.34426,44.341667,0.394,0.30164918,1.0,37.985698134368995,Good
396,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-10-2005 08:15,79.0,Clear,odour free,25.0,0.0,8.75,7.55,7.0,40.86,3.54,4.4,7.29,2.03,33.491802,36.625,1.22,0.31723145,1.0,37.93540140020188,Good
397,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,02-11-2005 09:00,231.0,Clear,odour free,26.5,0.0,17.64,10.86,6.6,113.87,9.72,12.4,8.03,6.72,93.33607,84.6,0.683,0.588472,0.8,44.05966803992401,Good
398,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-12-2005 08:20,375.0,Clear,odour free,26.5,0.0,29.15,17.85,7.0,146.4,15.91,26.1,7.87,36.25,119.99999,139.16667,1.67,0.9657321,1.8,57.71748614979255,Poor
399,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,02-01-2006 08:15,186.0,Clear,odour free,25.0,0.0,14.43,15.53,7.4,77.31,8.75,11.9,7.8,7.44,63.36885,72.53333,0.898,0.6099906,1.2,45.18448088328803,Good
400,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-02-2006 08:20,123.0,Clear,odour free,23.0,0.0,11.22,6.84,7.8,67.64,7.78,6.5,7.84,7.52,55.442623,60.466667,0.782,0.36498782,0.9,40.06019350330648,Good
401,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-03-2006 09:00,190.0,Clear,odour free,25.5,0.0,17.64,9.57,7.4,86.97,6.81,8.4,7.79,3.27,71.28689,72.475,0.97,0.43049827,0.6,36.86591503270702,Good
402,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-04-2006 08:15,159.0,Clear,odour free,26.5,0.0,14.43,11.43,6.2,67.31,4.86,7.7,7.54,5.34,55.17213,56.325,0.871,0.44756067,0.5,35.62518731003704,Good
403,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-05-2006 08:30,147.0,Clear,odour free,28.0,0.0,12.83,10.91,7.2,72.12,5.83,8.3,7.75,3.08,59.114758,56.366665,0.404,0.48244187,0.8,38.682217100620754,Good
404,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-06-2006 08:15,198.0,Clear,odour free,26.0,0.0,14.43,13.59,7.9,104.74,11.65,14.0,7.8,7.03,85.852455,84.61667,0.85,0.664677,1.7,51.114313568541654,Poor
406,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-08-2006 08:15,273.0,Clear,odour free,26.5,0.0,27.25,12.44,7.9,141.6,9.72,13.9,8.08,7.91,116.06558,108.625,1.44,0.58182544,2.1,60.09262231428935,Poor
407,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-09-2006 08:15,110.0,Clear,odour free,25.0,0.0,11.22,6.53,7.7,56.5,3.89,4.7,7.68,2.68,46.311474,44.258335,0.506,0.30819649,1.0,39.17889699033891,Good
408,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,03-10-2006 08:30,156.0,Clear,odour free,26.0,0.0,17.64,12.67,7.6,80.91,5.83,7.1,7.92,2.45,66.31967,68.39166,1.53,0.37450573,1.4,48.927569068028994,Good
409,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-11-2006 08:30,312.0,Clear,odour free,26.5,0.0,40.08,16.51,7.2,166.88,5.83,19.4,7.83,9.7,136.7869,124.49167,2.5,0.7578116,2.0,59.314628348395246,Poor
410,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-12-2006 08:30,362.0,Clear,odour free,26.0,0.0,28.86,23.85,7.3,167.22,12.64,29.5,7.97,20.25,137.06558,124.81667,,1.1522397,0.4,36.49636459873305,Good
411,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,02-01-2007 08:15,125.0,Clear,odour free,24.0,0.0,12.83,10.91,8.0,53.41,4.86,7.8,7.7,4.16,43.778687,52.325,1.17,0.47045246,0.9,38.27183563258064,Good
412,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-02-2007 08:30,152.0,Clear,odour free,24.0,0.0,14.43,8.79,8.8,78.08,6.81,9.5,7.78,3.84,64.0,64.45,1.13,0.5164305,1.3,42.76217008441032,Good
413,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-03-2007 08:30,158.0,Clear,odour free,26.5,0.0,16.03,11.05,7.2,87.4,6.81,8.2,7.76,3.88,71.63934,68.450005,1.4,0.4324809,0.5,36.21461693025021,Good
414,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,02-04-2007 08:30,208.0,Clear,odour free,27.0,0.0,22.44,7.92,7.3,117.71,7.78,9.7,7.86,3.26,96.483604,88.51667,1.26,0.44976595,0.2,33.09667303165785,Good
415,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-05-2007 09:00,331.0,Clear,odour free,29.0,0.0,28.86,13.72,,180.56,12.64,19.7,8.07,4.82,148.0,124.81667,2.76,0.76946175,1.1,31.70553302712735,Good
416,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-06-2007 08:15,98.0,Clear,odour free,27.5,0.0,8.02,7.24,,43.92,3.89,5.0,7.55,3.02,36.0,36.258335,1.12,0.36239445,1.0,21.082308925377937,Excellent
417,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,02-07-2007 09:00,237.0,Clear,odour free,25.5,0.0,20.84,14.07,,117.71,8.75,14.5,7.77,5.99,96.483604,88.558334,2.07,0.67233616,0.7,21.61775877314925,Excellent
418,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-08-2007 09:00,385.0,Clear,odour free,26.5,0.0,30.46,17.99,,195.2,13.61,26.5,7.99,11.7,160.0,132.85832,3.97,1.0032749,0.5,24.586158610329537,Excellent
419,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-09-2007 08:30,145.0,Clear,odour free,25.0,0.0,9.62,8.12,,63.12,7.78,9.2,7.74,4.39,51.737705,56.466667,1.57,0.5346915,0.6,18.727617938305755,Excellent
420,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,03-10-2007 08:30,196.0,Clear,odour free,25.0,0.0,17.64,12.0,,93.66,5.83,13.1,7.85,5.13,76.77049,68.39166,2.38,0.6909895,1.0,26.21328864335447,Good
421,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-11-2007 08:30,365.0,Light Brown,odour free,26.0,0.0,27.25,22.44,,171.66,12.64,29.8,8.07,21.38,140.70493,120.79167,2.43,1.1832802,1.1,31.334860281844634,Good
